"trans_id","lang","translation"
"高木瀬小学校前","ja","高木瀬小学校前"
"高木瀬小学校前","ja-Hrkt","たかきせしょうがっこうまえ"
"高木瀬公民館前","ja","高木瀬公民館前"
"高木瀬公民館前","ja-Hrkt","たかきせこうみんかんまえ"
"高木瀬工場団地","ja","高木瀬工場団地"
"高木瀬工場団地","ja-Hrkt","たかきせこうじょうだんち"
"三本松","ja","三本松"
"三本松","ja-Hrkt","さんぼんまつ"
"川原","ja","川原"
"川原","ja-Hrkt","こうら"
"福田","ja","福田"
"福田","ja-Hrkt","ふくた"
"グリコ乳業前","ja","グリコ乳業前"
"グリコ乳業前","ja-Hrkt","ぐりこにゅうぎょうまえ"
"尼寺","ja","尼寺"
"尼寺","ja-Hrkt","にいじ"
"尼寺東","ja","尼寺東"
"尼寺東","ja-Hrkt","にいじひがし"
"真島","ja","真島"
"真島","ja-Hrkt","ましま"
"福島","ja","福島"
"福島","ja-Hrkt","ふくしま"
"西千布","ja","西千布"
"西千布","ja-Hrkt","にしちふ"
"千布","ja","千布"
"千布","ja-Hrkt","ちふ"
"金立団地前","ja","金立団地前"
"金立団地前","ja-Hrkt","きんりゅうだんちまえ"
"整肢学園前","ja","整肢学園前"
"整肢学園前","ja-Hrkt","せいしがくえんまえ"
"金立","ja","金立"
"金立","ja-Hrkt","きんりゅう"
"正現社前","ja","正現社前"
"正現社前","ja-Hrkt","しょうげんしゃまえ"
"来迎寺","ja","来迎寺"
"来迎寺","ja-Hrkt","らいごうじ"
"若宮原","ja","若宮原"
"若宮原","ja-Hrkt","わかみやばる"
"自動車試験場前","ja","自動車試験場前"
"自動車試験場前","ja-Hrkt","じどうしゃしけんじょうまえ"
"佐賀駅北口","ja","佐賀駅北口"
"佐賀駅北口","ja-Hrkt","さがえききたぐち"
"弘学館前","ja","弘学館前"
"弘学館前","ja-Hrkt","こうがくかんまえ"
"金立いこいの広場","ja","金立いこいの広場"
"金立いこいの広場","ja-Hrkt","きんりゅういこいのひろば"
"島崎","ja","島崎"
"島崎","ja-Hrkt","しまさき"
"道祖元町","ja","道祖元町"
"道祖元町","ja-Hrkt","さやのもとまち"
"西田代","ja","西田代"
"西田代","ja-Hrkt","にしたしろ"
"辻の堂","ja","辻の堂"
"辻の堂","ja-Hrkt","つじのどう"
"旭学園通り南","ja","旭学園通り南"
"旭学園通り南","ja-Hrkt","あさひがくえんどおりみなみ"
"佐賀大学西","ja","佐賀大学西"
"佐賀大学西","ja-Hrkt","さがだいがくにし"
"佐賀大学前","ja","佐賀大学前"
"佐賀大学前","ja-Hrkt","さがだいがくまえ"
"与賀町","ja","与賀町"
"与賀町","ja-Hrkt","よかまち"
"サガテレビ前","ja","サガテレビ前"
"サガテレビ前","ja-Hrkt","さがてれびまえ"
"県庁舎","ja","県庁舎"
"県庁舎","ja-Hrkt","けんちょうしゃ"
"どんどんどんの森東","ja","どんどんどんの森東"
"どんどんどんの森東","ja-Hrkt","どんどんどんのもりひがし"
"どんどんどんの森前","ja","どんどんどんの森前"
"どんどんどんの森前","ja-Hrkt","どんどんどんのもりまえ"
"多布施","ja","多布施"
"多布施","ja-Hrkt","たふせ"
"多布施橋","ja","多布施橋"
"多布施橋","ja-Hrkt","たふせばし"
"佐賀工業高校前","ja","佐賀工業高校前"
"佐賀工業高校前","ja-Hrkt","さがこうぎょうこうこうまえ"
"中折","ja","中折"
"中折","ja-Hrkt","なかおれ"
"北高前","ja","北高前"
"北高前","ja-Hrkt","きたこうまえ"
"新栄小前","ja","新栄小前"
"新栄小前","ja-Hrkt","しんえいしょうまえ"
"新栄小西","ja","新栄小西"
"新栄小西","ja-Hrkt","しんえいしょうにし"
"鍋島駅南","ja","鍋島駅南"
"鍋島駅南","ja-Hrkt","なべしまえきみなみ"
"鍋島駅西","ja","鍋島駅西"
"鍋島駅西","ja-Hrkt","なべしまえきにし"
"江頭西","ja","江頭西"
"江頭西","ja-Hrkt","えがしらにし"
"クレオパーク鍋島北","ja","クレオパーク鍋島北"
"クレオパーク鍋島北","ja-Hrkt","くれおぱーくなべしまきた"
"クレオパーク鍋島","ja","クレオパーク鍋島"
"クレオパーク鍋島","ja-Hrkt","くれおぱーくなべしま"
"駅南本町西","ja","駅南本町西"
"駅南本町西","ja-Hrkt","えきみなみほんまちにし"
"新栄団地","ja","新栄団地"
"新栄団地","ja-Hrkt","しんえいだんち"
"八戸溝一丁目","ja","八戸溝一丁目"
"八戸溝一丁目","ja-Hrkt","やえみぞいっちょうめ"
"八戸溝二丁目","ja","八戸溝二丁目"
"八戸溝二丁目","ja-Hrkt","やえみぞにちょうめ"
"西佐賀団地","ja","西佐賀団地"
"西佐賀団地","ja-Hrkt","にしさがだんち"
"鍋島駅北","ja","鍋島駅北"
"鍋島駅北","ja-Hrkt","なべしまえききた"
"深町","ja","深町"
"深町","ja-Hrkt","ふかまち"
"扇町北","ja","扇町北"
"扇町北","ja-Hrkt","おうぎまちきた"
"博物館前","ja","博物館前"
"博物館前","ja-Hrkt","はくぶつかんまえ"
"赤松小学校前","ja","赤松小学校前"
"赤松小学校前","ja-Hrkt","あかまつしょうがっこうまえ"
"中の館","ja","中の館"
"中の館","ja-Hrkt","なかのたて"
"鬼丸","ja","鬼丸"
"鬼丸","ja-Hrkt","おにまる"
"袋入口","ja","袋入口"
"袋入口","ja-Hrkt","ふくろいりぐち"
"末次南","ja","末次南"
"末次南","ja-Hrkt","すえつぐみなみ"
"小々森","ja","小々森"
"小々森","ja-Hrkt","こごもり"
"市役所南","ja","市役所南"
"市役所南","ja-Hrkt","しやくしょみなみ"
"戸上電機前","ja","戸上電機前"
"戸上電機前","ja-Hrkt","とがみでんきまえ"
"大財五丁目","ja","大財五丁目"
"大財五丁目","ja-Hrkt","おおたからごちょうめ"
"大財六丁目","ja","大財六丁目"
"大財六丁目","ja-Hrkt","おおたからろくちょうめ"
"下村河畔","ja","下村河畔"
"下村河畔","ja-Hrkt","しもむらかはん"
"佐賀中部病院西","ja","佐賀中部病院西"
"佐賀中部病院西","ja-Hrkt","さがちゅうぶびょういんにし"
"東中野","ja","東中野"
"東中野","ja-Hrkt","ひがしなかの"
"兵庫小学校西","ja","兵庫小学校西"
"兵庫小学校西","ja-Hrkt","ひょうごしょうがっこうにし"
"兵庫団地前","ja","兵庫団地前"
"兵庫団地前","ja-Hrkt","ひょうごだんちまえ"
"かささぎの里前","ja","かささぎの里前"
"かささぎの里前","ja-Hrkt","かささぎのさとまえ"
"徳永","ja","徳永"
"徳永","ja-Hrkt","とくなが"
"白鬚神社前","ja","白鬚神社前"
"白鬚神社前","ja-Hrkt","しらひげじんじゃまえ"
"村徳永","ja","村徳永"
"村徳永","ja-Hrkt","むらとくなが"
"工業団地事務所前","ja","工業団地事務所前"
"工業団地事務所前","ja-Hrkt","こうぎょうだんちじむしょまえ"
"久保泉工業団地西","ja","久保泉工業団地西"
"久保泉工業団地西","ja-Hrkt","くぼいずみこうぎょうだんちにし"
"九電工前","ja","九電工前"
"九電工前","ja-Hrkt","きゅうでんこうまえ"
"電通通り","ja","電通通り"
"電通通り","ja-Hrkt","でんつうどおり"
"真生幼稚園前","ja","真生幼稚園前"
"真生幼稚園前","ja-Hrkt","しんせいようちえんまえ"
"神野西四丁目","ja","神野西四丁目"
"神野西四丁目","ja-Hrkt","こうのにしよんちょうめ"
"西九大神園前","ja","西九大神園前"
"西九大神園前","ja-Hrkt","にしきゅうだいかみぞのまえ"
"若楠小学校前","ja","若楠小学校前"
"若楠小学校前","ja-Hrkt","わかくすしょうがっこうまえ"
"運輸支局西","ja","運輸支局西"
"運輸支局西","ja-Hrkt","うんゆしきょくにし"
"北陵高校前","ja","北陵高校前"
"北陵高校前","ja-Hrkt","ほくりょうこうこうまえ"
"市営高木団地","ja","市営高木団地"
"市営高木団地","ja-Hrkt","しえいたかぎだんち"
"高木瀬西四丁目","ja","高木瀬西四丁目"
"高木瀬西四丁目","ja-Hrkt","たかきせにしよんちょうめ"
"高木瀬西五丁目","ja","高木瀬西五丁目"
"高木瀬西五丁目","ja-Hrkt","たかきせにしごちょうめ"
"アルタ高木瀬店前","ja","アルタ高木瀬店前"
"アルタ高木瀬店前","ja-Hrkt","あるたたかきせてんまえ"
"佐賀学園北","ja","佐賀学園北"
"佐賀学園北","ja-Hrkt","さががくえんきた"
"藤木","ja","藤木"
"藤木","ja-Hrkt","ふじのき"
"致遠館前","ja","致遠館前"
"致遠館前","ja-Hrkt","ちえんかんまえ"
"警察署前","ja","警察署前"
"警察署前","ja-Hrkt","けいさつしょまえ"
"市文化会館東","ja","市文化会館東"
"市文化会館東","ja-Hrkt","しぶんかかいかんひがし"
"寄人","ja","寄人"
"寄人","ja-Hrkt","よりゅうど"
"城北団地","ja","城北団地"
"城北団地","ja-Hrkt","じょうほくだんち"
"グラスコート佐賀","ja","グラスコート佐賀"
"グラスコート佐賀","ja-Hrkt","ぐらすこーとさが"
"千布南","ja","千布南"
"千布南","ja-Hrkt","ちふみなみ"
"東千布","ja","東千布"
"東千布","ja-Hrkt","ひがしちふ"
"金立ケアセンター前","ja","金立ケアセンター前"
"金立ケアセンター前","ja-Hrkt","きんりゅうけあせんたーまえ"
"健康運動センター","ja","健康運動センター"
"健康運動センター","ja-Hrkt","けんこううんどうせんたー"
"大財町","ja","大財町"
"大財町","ja-Hrkt","おおたからまち"
"呉服元町","ja","呉服元町"
"呉服元町","ja-Hrkt","ごふくもとまち"
"佐賀大学東","ja","佐賀大学東"
"佐賀大学東","ja-Hrkt","さがだいがくひがし"
"なゆたの森病院前","ja","なゆたの森病院前"
"なゆたの森病院前","ja-Hrkt","なゆたのもりびょういんまえ"
"本庄小学校前","ja","本庄小学校前"
"本庄小学校前","ja-Hrkt","ほんじょうしょうがっこうまえ"
"本庄公民館前","ja","本庄公民館前"
"本庄公民館前","ja-Hrkt","ほんじょうこうみんかんまえ"
"鹿の子団地","ja","鹿の子団地"
"鹿の子団地","ja-Hrkt","かのこだんち"
"鹿の子","ja","鹿の子"
"鹿の子","ja-Hrkt","かのこ"
"鹿の子宮前","ja","鹿の子宮前"
"鹿の子宮前","ja-Hrkt","かのこみやまえ"
"下古賀","ja","下古賀"
"下古賀","ja-Hrkt","しもこが"
"田中","ja","田中"
"田中","ja-Hrkt","たなか"
"東与賀支所前","ja","東与賀支所前"
"東与賀支所前","ja-Hrkt","ひがしよかししょまえ"
"東与賀郵便局前","ja","東与賀郵便局前"
"東与賀郵便局前","ja-Hrkt","ひがしよかゆうびんきょくまえ"
"作出","ja","作出"
"作出","ja-Hrkt","つくいで"
"住吉","ja","住吉"
"住吉","ja-Hrkt","すみよし"
"大野東","ja","大野東"
"大野東","ja-Hrkt","おおのひがし"
"大野中","ja","大野中"
"大野中","ja-Hrkt","おおのなか"
"ちやの木","ja","ちやの木"
"ちやの木","ja-Hrkt","ちやのき"
"本庄宮前","ja","本庄宮前"
"本庄宮前","ja-Hrkt","ほんじょうみやまえ"
"平松","ja","平松"
"平松","ja-Hrkt","ひらまつ"
"中村","ja","中村"
"中村","ja-Hrkt","なかむら"
"今津上町","ja","今津上町"
"今津上町","ja-Hrkt","いまづかみまち"
"今津下町","ja","今津下町"
"今津下町","ja-Hrkt","いまづしもまち"
"ブルースタジアム前","ja","ブルースタジアム前"
"ブルースタジアム前","ja-Hrkt","ぶるーすたじあむまえ"
"高太郎橋","ja","高太郎橋"
"高太郎橋","ja-Hrkt","たかたろうばし"
"丸目","ja","丸目"
"丸目","ja-Hrkt","まるめ"
"本庄江橋","ja","本庄江橋"
"本庄江橋","ja-Hrkt","ほんじょうえばし"
"久保田橋","ja","久保田橋"
"久保田橋","ja-Hrkt","くぼたばし"
"久富","ja","久富"
"久富","ja-Hrkt","ひさどみ"
"くぼた特産物直売所前","ja","くぼた特産物直売所前"
"くぼた特産物直売所前","ja-Hrkt","くぼたとくさんぶつちょくばいしょまえ"
"材木橋","ja","材木橋"
"材木橋","ja-Hrkt","ざいもくばし"
"東佐賀","ja","東佐賀"
"東佐賀","ja-Hrkt","ひがしさが"
"東田代","ja","東田代"
"東田代","ja-Hrkt","ひがしたしろ"
"今宿町","ja","今宿町"
"今宿町","ja-Hrkt","いましゅくまち"
"枝吉","ja","枝吉"
"枝吉","ja-Hrkt","えだよし"
"矢ヶ部医院前","ja","矢ヶ部医院前"
"矢ヶ部医院前","ja-Hrkt","やかべいいんまえ"
"江上町","ja","江上町"
"江上町","ja-Hrkt","えがみまち"
"東西","ja","東西"
"東西","ja-Hrkt","とうさい"
"東の巨勢","ja","東の巨勢"
"東の巨勢","ja-Hrkt","とうのこせ"
"蓮池魚町","ja","蓮池魚町"
"蓮池魚町","ja-Hrkt","はすいけうおまち"
"蓮池公園前","ja","蓮池公園前"
"蓮池公園前","ja-Hrkt","はすいけこうえんまえ"
"小松","ja","小松"
"小松","ja-Hrkt","こまつ"
"堂地","ja","堂地"
"堂地","ja-Hrkt","どうち"
"渡端","ja","渡端"
"渡端","ja-Hrkt","わたしばた"
"副島病院前","ja","副島病院前"
"副島病院前","ja-Hrkt","そえじまびょういんまえ"
"エスプラッツ前","ja","エスプラッツ前"
"エスプラッツ前","ja-Hrkt","えすぷらっつまえ"
"牛島下","ja","牛島下"
"牛島下","ja-Hrkt","うしじましも"
"高尾","ja","高尾"
"高尾","ja-Hrkt","たかお"
"老人センター前","ja","老人センター前"
"老人センター前","ja-Hrkt","ろうじんせんたーまえ"
"巨勢公民館前","ja","巨勢公民館前"
"巨勢公民館前","ja-Hrkt","こせこうみんかんまえ"
"道崎","ja","道崎"
"道崎","ja-Hrkt","みちさき"
"西神野","ja","西神野"
"西神野","ja-Hrkt","にしこうの"
"昭和橋","ja","昭和橋"
"昭和橋","ja-Hrkt","しょうわばし"
"神野公園","ja","神野公園"
"神野公園","ja-Hrkt","こうのこうえん"
"八戸溝郵便局前","ja","八戸溝郵便局前"
"八戸溝郵便局前","ja-Hrkt","やえみぞゆうびんきょくまえ"
"鍋島団地","ja","鍋島団地"
"鍋島団地","ja-Hrkt","なべしまだんち"
"鍋島新村","ja","鍋島新村"
"鍋島新村","ja-Hrkt","なべしましんむら"
"ＪＡ佐賀市せいぶ支所前","ja","ＪＡ佐賀市せいぶ支所前"
"ＪＡ佐賀市せいぶ支所前","ja-Hrkt","じぇいえいさがしせいぶししょまえ"
"鍋島小学校前","ja","鍋島小学校前"
"鍋島小学校前","ja-Hrkt","なべしましょうがっこうまえ"
"鍋島一丁目","ja","鍋島一丁目"
"鍋島一丁目","ja-Hrkt","なべしまいっちょうめ"
"津留","ja","津留"
"津留","ja-Hrkt","つる"
"医学部入口","ja","医学部入口"
"医学部入口","ja-Hrkt","いがくぶいりぐち"
"鍋島シェスト前","ja","鍋島シェスト前"
"鍋島シェスト前","ja-Hrkt","なべしましぇすとまえ"
"鍋島西団地","ja","鍋島西団地"
"鍋島西団地","ja-Hrkt","なべしまにしだんち"
"医学部西","ja","医学部西"
"医学部西","ja-Hrkt","いがくぶにし"
"鍋島五丁目","ja","鍋島五丁目"
"鍋島五丁目","ja-Hrkt","なべしまごちょうめ"
"鍋島本村","ja","鍋島本村"
"鍋島本村","ja-Hrkt","なべしまほんそん"
"鍋島六丁目","ja","鍋島六丁目"
"鍋島六丁目","ja-Hrkt","なべしまろくちょうめ"
"医学部北","ja","医学部北"
"医学部北","ja-Hrkt","いがくぶきた"
"西九大神園南","ja","西九大神園南"
"西九大神園南","ja-Hrkt","にしきゅうだいかみぞのみなみ"
"常盤団地入口","ja","常盤団地入口"
"常盤団地入口","ja-Hrkt","ときわだんちいりぐち"
"鍋島東団地","ja","鍋島東団地"
"鍋島東団地","ja-Hrkt","なべしまひがしだんち"
"開成三丁目","ja","開成三丁目"
"開成三丁目","ja-Hrkt","かいせいさんちょうめ"
"アルタ東","ja","アルタ東"
"アルタ東","ja-Hrkt","あるたひがし"
"卸センター前","ja","卸センター前"
"卸センター前","ja-Hrkt","おろしせんたーまえ"
"佐賀中部病院前","ja","佐賀中部病院前"
"佐賀中部病院前","ja-Hrkt","さがちゅうぶびょういんまえ"
"修理田","ja","修理田"
"修理田","ja-Hrkt","しゅりた"
"中牟田","ja","中牟田"
"中牟田","ja-Hrkt","なかむた"
"瓦町南","ja","瓦町南"
"瓦町南","ja-Hrkt","かわらまちみなみ"
"瓦町","ja","瓦町"
"瓦町","ja-Hrkt","かわらまち"
"堀立","ja","堀立"
"堀立","ja-Hrkt","ほりたて"
"堀立東","ja","堀立東"
"堀立東","ja-Hrkt","ほりたてひがし"
"伊賀屋","ja","伊賀屋"
"伊賀屋","ja-Hrkt","いがや"
"折地","ja","折地"
"折地","ja-Hrkt","おりぢ"
"下和泉","ja","下和泉"
"下和泉","ja-Hrkt","しもいずみ"
"久保泉工業団地東","ja","久保泉工業団地東"
"久保泉工業団地東","ja-Hrkt","くぼいずみこうぎょうだんちひがし"
"上和泉","ja","上和泉"
"上和泉","ja-Hrkt","かみいずみ"
"久保泉小学校前","ja","久保泉小学校前"
"久保泉小学校前","ja-Hrkt","くぼいずみしょうがっこうまえ"
"川久保","ja","川久保"
"川久保","ja-Hrkt","かわくぼ"
"川久保交差点北","ja","川久保交差点北"
"川久保交差点北","ja-Hrkt","かわくぼこうさてんきた"
"大井樋","ja","大井樋"
"大井樋","ja-Hrkt","おおいび"
"佐賀大学南","ja","佐賀大学南"
"佐賀大学南","ja-Hrkt","さがだいがくみなみ"
"高伝寺前","ja","高伝寺前"
"高伝寺前","ja-Hrkt","こうでんじまえ"
"平松交差点東","ja","平松交差点東"
"平松交差点東","ja-Hrkt","ひらまつこうさてんひがし"
"平松老人センター前","ja","平松老人センター前"
"平松老人センター前","ja-Hrkt","ひらまつろうじんせんたーまえ"
"平林胃腸科前","ja","平林胃腸科前"
"平林胃腸科前","ja-Hrkt","ひらばやしいちょうかまえ"
"地蔵前","ja","地蔵前"
"地蔵前","ja-Hrkt","じぞうまえ"
"長瀬町","ja","長瀬町"
"長瀬町","ja-Hrkt","ながせまち"
"護国神社前","ja","護国神社前"
"護国神社前","ja-Hrkt","ごこくじんじゃまえ"
"成章中学校西","ja","成章中学校西"
"成章中学校西","ja-Hrkt","せいしょうちゅうがっこうにし"
"夢咲公園","ja","夢咲公園"
"夢咲公園","ja-Hrkt","ゆめさきこうえん"
"ほほえみ館前","ja","ほほえみ館前"
"ほほえみ館前","ja-Hrkt","ほほえみかんまえ"
"アルカディアSAGA前","ja","アルカディアSAGA前"
"アルカディアSAGA前","ja-Hrkt","あるかでぃあさがまえ"
"夢咲コスモスタウン","ja","夢咲コスモスタウン"
"夢咲コスモスタウン","ja-Hrkt","ゆめさきこすもすたうん"
"夢咲コスモスタウン北","ja","夢咲コスモスタウン北"
"夢咲コスモスタウン北","ja-Hrkt","ゆめさきこすもすたうんきた"
"佐賀清和学園前","ja","佐賀清和学園前"
"佐賀清和学園前","ja-Hrkt","さがせいわがくえんまえ"
"ぽかぽか温泉前","ja","ぽかぽか温泉前"
"ぽかぽか温泉前","ja-Hrkt","ぽかぽかおんせんまえ"
"東与賀イオン前","ja","東与賀イオン前"
"東与賀イオン前","ja-Hrkt","ひがしよかいおんまえ"
"小々森北","ja","小々森北"
"小々森北","ja-Hrkt","こごもりきた"
"佐賀空港","ja","佐賀空港"
"佐賀空港","ja-Hrkt","さがくうこう"
"普門寺","ja","普門寺"
"普門寺","ja-Hrkt","ふもんじ"
"高橋","ja","高橋"
"高橋","ja-Hrkt","たかはし"
"扇町東","ja","扇町東"
"扇町東","ja-Hrkt","おうぎまちひがし"
"嘉瀬元町","ja","嘉瀬元町"
"嘉瀬元町","ja-Hrkt","かせもとまち"
"十五","ja","十五"
"十五","ja-Hrkt","じゅうご"
"十五南","ja","十五南"
"十五南","ja-Hrkt","じゅうごみなみ"
"嘉瀬新町","ja","嘉瀬新町"
"嘉瀬新町","ja-Hrkt","かせしんまち"
"新町中央","ja","新町中央"
"新町中央","ja-Hrkt","しんまちちゅうおう"
"元小路","ja","元小路"
"元小路","ja-Hrkt","もとこうじ"
"中副","ja","中副"
"中副","ja-Hrkt","なかそえ"
"久保田支所前","ja","久保田支所前"
"久保田支所前","ja-Hrkt","くぼたししょまえ"
"久富西","ja","久富西"
"久富西","ja-Hrkt","ひさどみにし"
"森林公園東","ja","森林公園東"
"森林公園東","ja-Hrkt","しんりんこうえんひがし"
"森林公園前","ja","森林公園前"
"森林公園前","ja-Hrkt","しんりんこうえんまえ"
"嘉瀬橋","ja","嘉瀬橋"
"嘉瀬橋","ja-Hrkt","かせばし"
"徳万","ja","徳万"
"徳万","ja-Hrkt","とくまん"
"下早","ja","下早"
"下早","ja-Hrkt","しもはや"
"有明漁協東与賀支所前","ja","有明漁協東与賀支所前"
"有明漁協東与賀支所前","ja-Hrkt","ありあけぎょきょうひがしよかししょまえ"
"中飯盛","ja","中飯盛"
"中飯盛","ja-Hrkt","なかいさかい"
"久保田宿","ja","久保田宿"
"久保田宿","ja-Hrkt","くぼたしゅく"
"十丁畷手","ja","十丁畷手"
"十丁畷手","ja-Hrkt","じゅっちょうなわて"
"芦刈町分","ja","芦刈町分"
"芦刈町分","ja-Hrkt","あしかりまちぶん"
"牛津本町","ja","牛津本町"
"牛津本町","ja-Hrkt","うしづほんまち"
"牛津駅前","ja","牛津駅前"
"牛津駅前","ja-Hrkt","うしづえきまえ"
"砥川町","ja","砥川町"
"砥川町","ja-Hrkt","とがわまち"
"砥川新宿","ja","砥川新宿"
"砥川新宿","ja-Hrkt","とがわしんしゅく"
"砥川小学校前","ja","砥川小学校前"
"砥川小学校前","ja-Hrkt","とがわしょうがっこうまえ"
"蒲原","ja","蒲原"
"蒲原","ja-Hrkt","かもはら"
"佐留志","ja","佐留志"
"佐留志","ja-Hrkt","さるし"
"山口駅前","ja","山口駅前"
"山口駅前","ja-Hrkt","やまぐちえきまえ(きたぐち)"
"江北役場前","ja","江北役場前"
"江北役場前","ja-Hrkt","こうほくやくばまえ"
"経済連センター前","ja","経済連センター前"
"経済連センター前","ja-Hrkt","けいざいれんせんたーまえ"
"杵島商校前","ja","杵島商校前"
"杵島商校前","ja-Hrkt","きしましょうこうまえ"
"ＪＡさが地区中央支所前","ja","ＪＡさが地区中央支所前"
"ＪＡさが地区中央支所前","ja-Hrkt","じぇいえいさがちくちゅうおうししょまえ"
"大町学校前","ja","大町学校前"
"大町学校前","ja-Hrkt","おおまちがっこうまえ"
"大町役場前","ja","大町役場前"
"大町役場前","ja-Hrkt","おおまちやくばまえ"
"大町病院前","ja","大町病院前"
"大町病院前","ja-Hrkt","おおまちびょういんまえ"
"土場口","ja","土場口"
"土場口","ja-Hrkt","どばぐち"
"大町駅前","ja","大町駅前"
"大町駅前","ja-Hrkt","おおまちえきまえ"
"大町幹部派出所前","ja","大町幹部派出所前"
"大町幹部派出所前","ja-Hrkt","おおまちかんぶはしゅつしょまえ"
"赤坂","ja","赤坂"
"赤坂","ja-Hrkt","あかさか"
"焼米橋","ja","焼米橋"
"焼米橋","ja-Hrkt","やきごめばし"
"北方駅前","ja","北方駅前"
"北方駅前","ja-Hrkt","きたがたえきまえ"
"リムス前","ja","リムス前"
"リムス前","ja-Hrkt","りむすまえ"
"北方ゴルフ場前","ja","北方ゴルフ場前"
"北方ゴルフ場前","ja-Hrkt","きたがたごるふじょうまえ"
"北方支所前","ja","北方支所前"
"北方支所前","ja-Hrkt","きたがたししょまえ"
"ホームセンターユートク","ja","ホームセンターユートク"
"ホームセンターユートク","ja-Hrkt","ほーむせんたーゆーとく"
"北方大崎","ja","北方大崎"
"北方大崎","ja-Hrkt","きたがたおおさき"
"武雄北方インター口","ja","武雄北方インター口"
"武雄北方インター口","ja-Hrkt","たけおきたがたいんたーぐち"
"鳴瀬分道","ja","鳴瀬分道"
"鳴瀬分道","ja-Hrkt","なるせぶんどう"
"高橋駅前","ja","高橋駅前"
"高橋駅前","ja-Hrkt","たかはしえきまえ"
"メリーランド前","ja","メリーランド前"
"メリーランド前","ja-Hrkt","めりーらんどまえ"
"甘久","ja","甘久"
"甘久","ja-Hrkt","あまぐ"
"甘久西","ja","甘久西"
"甘久西","ja-Hrkt","あまぐにし"
"武雄中学校前","ja","武雄中学校前"
"武雄中学校前","ja-Hrkt","たけおちゅうがっこうまえ"
"武雄温泉駅前","ja","武雄温泉駅前"
"武雄温泉駅前","ja-Hrkt","たけおおんせんえきまえ"
"温泉入口","ja","温泉入口"
"温泉入口","ja-Hrkt","おんせんいりぐち"
"竹下町","ja","竹下町"
"竹下町","ja-Hrkt","たけしたまち"
"下西山","ja","下西山"
"下西山","ja-Hrkt","しもにしやま"
"江北学校入口","ja","江北学校入口"
"江北学校入口","ja-Hrkt","こうほくがっこういりぐち"
"千反松","ja","千反松"
"千反松","ja-Hrkt","せんだんまつ"
"八丁","ja","八丁"
"八丁","ja-Hrkt","はっちょう"
"下小田","ja","下小田"
"下小田","ja-Hrkt","しもおだ"
"六角橋","ja","六角橋"
"六角橋","ja-Hrkt","ろっかくばし"
"白石","ja","白石"
"白石","ja-Hrkt","しろいし"
"白石中町","ja","白石中町"
"白石中町","ja-Hrkt","しろいしなかまち"
"廿治町","ja","廿治町"
"廿治町","ja-Hrkt","はたちまち"
"白石中学校前","ja","白石中学校前"
"白石中学校前","ja-Hrkt","しろいしちゅうがっこうまえ"
"干拓道","ja","干拓道"
"干拓道","ja-Hrkt","かんたくみち"
"大井","ja","大井"
"大井","ja-Hrkt","おおい"
"柳橋","ja","柳橋"
"柳橋","ja-Hrkt","やなぎばし"
"廻里津","ja","廻里津"
"廻里津","ja-Hrkt","めぐりつ"
"廻里江橋","ja","廻里江橋"
"廻里江橋","ja-Hrkt","めぐりえばし"
"竜王駅前","ja","竜王駅前"
"竜王駅前","ja-Hrkt","りゅうおうえきまえ"
"竜王崎","ja","竜王崎"
"竜王崎","ja-Hrkt","りゅうおうざき"
"深浦","ja","深浦"
"深浦","ja-Hrkt","ふかうら"
"百貫","ja","百貫"
"百貫","ja-Hrkt","ひゃっかん"
"井手","ja","井手"
"井手","ja-Hrkt","いで"
"新篭入口","ja","新篭入口"
"新篭入口","ja-Hrkt","しんごもりいりぐち"
"乙丸東","ja","乙丸東"
"乙丸東","ja-Hrkt","おとまるひがし"
"鹿島本町東","ja","鹿島本町東"
"鹿島本町東","ja-Hrkt","かしまほんまちひがし"
"鹿島バスセンター","ja","鹿島バスセンター"
"鹿島バスセンター","ja-Hrkt","かしまばすせんたー"
"中川","ja","中川"
"中川","ja-Hrkt","なかがわ"
"小舟津","ja","小舟津"
"小舟津","ja-Hrkt","こふなつ"
"鹿島農協入口","ja","鹿島農協入口"
"鹿島農協入口","ja-Hrkt","かしまのうきょういりぐち"
"しめご橋","ja","しめご橋"
"しめご橋","ja-Hrkt","しめごばし"
"石木津","ja","石木津"
"石木津","ja-Hrkt","いしきづ"
"浜三ツ角西","ja","浜三ツ角西"
"浜三ツ角西","ja-Hrkt","はまみつかどにし"
"浜三ツ角","ja","浜三ツ角"
"浜三ツ角","ja-Hrkt","はまみつかど"
"工場団地入口","ja","工場団地入口"
"工場団地入口","ja-Hrkt","こうじょうだんちいりぐち"
"大村方","ja","大村方"
"大村方","ja-Hrkt","おおむらがた"
"古枝小学校前","ja","古枝小学校前"
"古枝小学校前","ja-Hrkt","ふるえだしょうがっこうまえ"
"久保山","ja","久保山"
"久保山","ja-Hrkt","くぼやま"
"誕生院前","ja","誕生院前"
"誕生院前","ja-Hrkt","たんじょういんまえ"
"執行分","ja","執行分"
"執行分","ja-Hrkt","しぎょうぶん"
"泉通り","ja","泉通り"
"泉通り","ja-Hrkt","いずみどおり"
"鹿島本町西","ja","鹿島本町西"
"鹿島本町西","ja-Hrkt","かしまほんまちにし"
"乙丸西","ja","乙丸西"
"乙丸西","ja-Hrkt","おとまるにし"
